사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2021-01,5호선,412,청구,"70,218","67,963","17,655","13,669",2021-02-03 09:49:34
2021-01,5호선,413,신금호,"111,467","114,066","24,597","27,697",2021-02-03 09:49:34
2021-01,5호선,414,행당,"146,147","133,681","33,843","30,684",2021-02-03 09:49:34
2021-01,5호선,415,왕십리(성동구청),"84,381","93,923","15,684","14,874",2021-02-03 09:49:34
2021-01,5호선,416,마장,"97,742","92,733","27,459","27,491",2021-02-03 09:49:34
2021-01,5호선,417,답십리,"296,920","275,668","53,523","51,838",2021-02-03 09:49:34
2021-01,5호선,418,장한평,"342,090","340,891","58,452","59,224",2021-02-03 09:49:34
2021-01,5호선,419,군자(능동),"218,350","241,773","27,137","27,888",2021-02-03 09:49:34
2021-01,5호선,420,아차산(어린이대공원후문),"256,049","259,194","65,914","65,230",2021-02-03 09:49:34
2021-01,5호선,421,광나루(장신대),"237,188","214,323","44,820","43,424",2021-02-03 09:49:34
2021-01,5호선,422,천호(풍납토성),"336,093","327,279","81,891","83,284",2021-02-03 09:49:34
2021-01,5호선,423,강동,"364,555","345,375","67,799","63,979",2021-02-03 09:49:34
2021-01,5호선,424,길동,"133,529","141,275","45,032","46,546",2021-02-03 09:49:34
2021-01,5호선,425,굽은다리(강동구민회관앞),"166,987","160,792","43,262","40,955",2021-02-03 09:49:34
2021-01,5호선,426,명일,"143,029","148,969","39,674","41,174",2021-02-03 09:49:34
2021-01,5호선,427,고덕,"156,011","155,007","35,709","35,132",2021-02-03 09:49:34
2021-01,5호선,428,상일동,"299,814","276,404","59,574","57,231",2021-02-03 09:49:34
2021-01,5호선,429,둔촌동,"149,975","149,621","39,653","40,867",2021-02-03 09:49:34
2021-01,5호선,430,올림픽공원(한국체대),"68,838","59,283","20,378","18,428",2021-02-03 09:49:34
2021-01,5호선,431,방이,"128,675","131,062","28,939","29,100",2021-02-03 09:49:34
2021-01,5호선,432,오금,"68,333","66,622","12,591","11,799",2021-02-03 09:49:34
2021-01,5호선,433,개롱,"109,514","116,479","29,366","30,484",2021-02-03 09:49:34
2021-01,5호선,434,거여,"136,236","130,408","36,124","35,945",2021-02-03 09:49:34
2021-01,5호선,435,마천,"97,548","97,888","36,664","38,586",2021-02-03 09:49:34
2021-01,5호선,436,미사,"272,929","274,564","36,336","36,539",2021-02-03 09:49:34
2021-01,5호선,437,하남풍산,"95,059","96,665","17,077","18,528",2021-02-03 09:49:34
2021-01,6호선,438,응암,"311,058","315,122","77,700","77,996",2021-02-03 09:49:34
2021-01,6호선,439,역촌,"61,950","76,727","21,152","21,211",2021-02-03 09:49:34
2021-01,6호선,440,불광,"71,735","74,711","24,615","21,749",2021-02-03 09:49:34
2021-01,6호선,441,독바위,"49,167","51,623","13,087","16,369",2021-02-03 09:49:34
2021-01,6호선,442,연신내,11,0,0,0,2021-02-03 09:49:34
2021-01,6호선,443,구산,"126,763","91,744","32,348","34,590",2021-02-03 09:49:34
2021-01,6호선,444,새절(신사),"223,298","209,813","56,637","57,451",2021-02-03 09:49:34
2021-01,6호선,445,증산(명지대앞),"176,893","177,405","48,630","49,669",2021-02-03 09:49:34
2021-01,6호선,446,디지털미디어시티,"253,692","281,319","36,488","37,529",2021-02-03 09:49:34
2021-01,6호선,447,월드컵경기장(성산),"64,879","69,570","36,841","34,165",2021-02-03 09:49:34
2021-01,6호선,448,마포구청,"257,278","235,922","48,891","44,608",2021-02-03 09:49:34
2021-01,6호선,449,망원,"255,418","281,158","56,906","59,297",2021-02-03 09:49:34
2021-01,6호선,450,합정,"253,703","244,283","25,175","23,399",2021-02-03 09:49:34
2021-01,6호선,451,상수,"154,598","170,320","13,801","13,957",2021-02-03 09:49:34
2021-01,6호선,452,광흥창(서강),"156,155","151,924","28,809","28,305",2021-02-03 09:49:34
2021-01,6호선,453,대흥(서강대앞),"138,758","143,863","28,584","28,380",2021-02-03 09:49:34
2021-01,6호선,454,공덕,"336,330","327,687","49,554","46,706",2021-02-03 09:49:34
2021-01,6호선,455,효창공원앞,"124,417","113,385","25,591","24,518",2021-02-03 09:49:34
2021-01,6호선,456,삼각지,"108,238","95,449","10,622","8,875",2021-02-03 09:49:34
2021-01,6호선,457,녹사평(용산구청),"89,779","88,430","12,516","12,062",2021-02-03 09:49:34
2021-01,6호선,458,이태원,"180,055","182,242","21,246","22,008",2021-02-03 09:49:34
2021-01,6호선,459,한강진,"138,649","157,211","10,878","10,397",2021-02-03 09:49:34
2021-01,6호선,460,버티고개,"40,126","37,702","9,921","11,336",2021-02-03 09:49:34
2021-01,6호선,461,약수,"61,730","62,933","14,395","14,119",2021-02-03 09:49:34
2021-01,6호선,462,청구,"70,567","71,832","13,136","15,983",2021-02-03 09:49:34
2021-01,6호선,463,신당,"141,909","152,262","23,669","22,408",2021-02-03 09:49:34
2021-01,6호선,464,동묘앞,"134,610","139,671","50,580","45,160",2021-02-03 09:49:34
2021-01,6호선,465,창신,"63,558","51,413","12,939","12,254",2021-02-03 09:49:34
2021-01,6호선,466,보문,"137,482","128,691","19,928","19,302",2021-02-03 09:49:34
2021-01,6호선,467,안암(고대병원앞),"180,565","180,552","24,455","22,928",2021-02-03 09:49:34
2021-01,6호선,468,고려대(종암),"143,427","139,063","22,351","22,852",2021-02-03 09:49:34
2021-01,6호선,469,월곡(동덕여대),"195,469","196,030","47,999","48,693",2021-02-03 09:49:34
2021-01,6호선,470,상월곡(한국과학기술연구원),"107,611","95,147","27,542","27,046",2021-02-03 09:49:34
2021-01,6호선,471,돌곶이,"152,104","143,415","36,031","35,698",2021-02-03 09:49:34
2021-01,6호선,472,석계,"220,480","226,460","51,325","52,054",2021-02-03 09:49:34
2021-01,6호선,473,태릉입구,"95,637","104,478","19,499","20,430",2021-02-03 09:49:34
2021-01,6호선,474,화랑대(서울여대입구),"205,149","162,623","29,247","25,856",2021-02-03 09:49:34
2021-01,6호선,475,봉화산(서울의료원),"160,570","150,989","31,787","31,218",2021-02-03 09:49:34
2021-01,6호선,476,신내,10,0,0,0,2021-02-03 09:49:34
2021-01,7호선,477,장암,"43,704","16,766","5,488","3,456",2021-02-03 09:49:34
2021-01,7호선,478,도봉산,"166,917","196,153","29,715","44,503",2021-02-03 09:49:34
2021-01,7호선,479,수락산,"225,023","226,117","60,080","61,570",2021-02-03 09:49:34
2021-01,7호선,480,마들,"217,477","209,562","56,915","57,065",2021-02-03 09:49:34
2021-01,7호선,481,노원,"359,196","375,223","80,368","80,312",2021-02-03 09:49:34
2021-01,7호선,482,중계,"246,041","223,287","57,851","55,490",2021-02-03 09:49:34
2021-01,7호선,483,하계,"315,182","302,537","66,200","63,762",2021-02-03 09:49:34
2021-01,7호선,484,공릉(서울과학기술대),"208,039","209,851","46,225","46,596",2021-02-03 09:49:34
2021-01,7호선,485,태릉입구,"150,312","139,114","28,259","25,994",2021-02-03 09:49:34
2021-01,7호선,486,먹골,"185,713","183,522","42,493","43,716",2021-02-03 09:49:34
2021-01,7호선,487,중화,"205,586","202,862","42,993","43,569",2021-02-03 09:49:34
2021-01,7호선,488,상봉(시외버스터미널),"338,043","319,289","48,418","46,608",2021-02-03 09:49:34
2021-01,7호선,489,면목,"282,440","280,032","63,585","66,038",2021-02-03 09:49:34
2021-01,7호선,490,사가정,"306,455","309,246","66,478","66,571",2021-02-03 09:49:34
2021-01,7호선,491,용마산(용마폭포공원),"111,869","107,492","23,788","25,679",2021-02-03 09:49:34
2021-01,7호선,492,중곡,"181,168","172,872","39,756","40,784",2021-02-03 09:49:34
2021-01,7호선,493,군자(능동),"279,204","222,041","47,834","42,248",2021-02-03 09:49:34
2021-01,7호선,494,어린이대공원(세종대),"238,068","233,164","24,551","24,754",2021-02-03 09:49:34
2021-01,7호선,495,건대입구,"243,929","249,280","36,229","32,265",2021-02-03 09:49:34
2021-01,7호선,496,뚝섬유원지,"133,189","130,534","26,494","26,890",2021-02-03 09:49:34
2021-01,7호선,497,청담,"376,836","414,247","48,786","45,991",2021-02-03 09:49:34
2021-01,7호선,498,강남구청,"319,785","347,753","32,418","31,989",2021-02-03 09:49:34
2021-01,7호선,499,학동,"477,963","503,302","42,104","39,111",2021-02-03 09:49:34
2021-01,7호선,500,논현,"405,865","436,522","36,548","35,789",2021-02-03 09:49:34
2021-01,7호선,501,반포,"105,268","101,448","21,547","20,230",2021-02-03 09:49:34
2021-01,7호선,502,고속터미널,"304,228","250,677","44,990","39,647",2021-02-03 09:49:34
2021-01,7호선,503,내방,"274,162","277,739","44,731","43,734",2021-02-03 09:49:34
2021-01,7호선,504,이수,"295,909","286,670","48,938","46,533",2021-02-03 09:49:34
2021-01,7호선,505,남성,"206,086","194,485","44,790","45,049",2021-02-03 09:49:34
2021-01,7호선,506,숭실대입구(살피재),"218,489","225,335","37,502","38,845",2021-02-03 09:49:34
2021-01,7호선,507,상도,"190,602","187,613","36,913","35,779",2021-02-03 09:49:34
2021-01,7호선,508,장승배기,"173,192","169,327","45,197","45,603",2021-02-03 09:49:34
2021-01,7호선,509,신대방삼거리,"310,936","301,649","58,108","60,134",2021-02-03 09:49:34
2021-01,7호선,510,보라매,"182,505","182,848","28,665","28,054",2021-02-03 09:49:34
2021-01,7호선,511,신풍,"216,793","207,017","44,343","45,185",2021-02-03 09:49:34
2021-01,7호선,512,대림(구로구청),"161,006","161,536","23,652","23,020",2021-02-03 09:49:34
2021-01,7호선,513,남구로,"322,360","340,190","42,789","42,383",2021-02-03 09:49:34
2021-01,7호선,514,가산디지털단지,"942,497","928,388","65,865","62,265",2021-02-03 09:49:34
2021-01,7호선,515,철산,"410,548","420,754","63,534","63,148",2021-02-03 09:49:34
2021-01,7호선,516,광명사거리,"410,029","405,549","102,651","105,784",2021-02-03 09:49:34
2021-01,7호선,517,천왕,"204,300","194,218","37,182","37,214",2021-02-03 09:49:34
2021-01,7호선,518,온수(성공회대입구),"199,834","186,476","26,993","25,932",2021-02-03 09:49:34
2021-01,7호선,519,까치울,"144,473","141,308","17,382","17,618",2021-02-03 09:49:34
2021-01,7호선,520,부천종합운동장,"85,815","74,595","12,596","12,565",2021-02-03 09:49:34
2021-01,7호선,521,춘의,"195,130","192,278","22,712","21,852",2021-02-03 09:49:34
2021-01,7호선,522,신중동,"279,875","275,977","34,924","34,251",2021-02-03 09:49:34
2021-01,7호선,523,부천시청,"242,627","241,101","35,684","34,098",2021-02-03 09:49:34
2021-01,7호선,524,상동,"243,742","251,746","32,327","32,141",2021-02-03 09:49:34
2021-01,7호선,525,삼산체육관,"87,305","79,474","14,862","14,171",2021-02-03 09:49:34
2021-01,7호선,526,굴포천,"170,315","181,373","24,169","24,790",2021-02-03 09:49:34
2021-01,7호선,527,부평구청,"232,686","195,047","20,584","18,286",2021-02-03 09:49:34
2021-01,8호선,528,암사,"352,362","314,948","69,654","69,550",2021-02-03 09:49:34
2021-01,8호선,529,천호(풍납토성),"300,789","348,530","54,540","52,635",2021-02-03 09:49:34
2021-01,8호선,530,강동구청,"195,288","205,764","42,042","42,749",2021-02-03 09:49:34
2021-01,8호선,531,몽촌토성(평화의문),"107,301","112,142","20,556","19,328",2021-02-03 09:49:34
2021-01,8호선,532,잠실(송파구청),"281,607","312,499","45,103","42,252",2021-02-03 09:49:34
2021-01,8호선,533,석촌,"142,037","165,472","32,840","34,798",2021-02-03 09:49:34
2021-01,8호선,534,송파,"140,087","143,415","35,796","35,802",2021-02-03 09:49:34
2021-01,8호선,535,가락시장,"135,385","152,889","46,120","47,176",2021-02-03 09:49:34
2021-01,8호선,536,문정,"438,382","455,429","39,524","39,332",2021-02-03 09:49:34
2021-01,8호선,537,장지,"348,486","345,145","50,556","48,866",2021-02-03 09:49:34
2021-01,8호선,538,복정,"199,208","175,591","29,283","27,001",2021-02-03 09:49:34
2021-01,8호선,539,산성,"128,850","127,728","27,057","29,915",2021-02-03 09:49:34
2021-01,8호선,540,남한산성입구(성남법원.검찰청),"250,372","231,084","56,687","55,364",2021-02-03 09:49:34
2021-01,8호선,541,단대오거리,"195,947","189,938","49,430","47,955",2021-02-03 09:49:34
2021-01,8호선,542,신흥,"82,974","89,068","28,558","29,561",2021-02-03 09:49:34
2021-01,8호선,543,수진,"93,546","84,447","29,918","29,866",2021-02-03 09:49:34
2021-01,8호선,544,모란,"70,889","52,508","35,069","25,907",2021-02-03 09:49:34
2021-01,9호선,602,개화,"44,028","31,358","7,756","6,329",2021-02-03 09:49:34
2021-01,9호선,603,김포공항,"151,132","207,924","12,295","14,149",2021-02-03 09:49:34
2021-01,9호선,604,공항시장,"46,940","52,669","16,261","17,895",2021-02-03 09:49:34
2021-01,9호선,605,신방화,"115,811","114,568","29,613","29,391",2021-02-03 09:49:34
2021-01,9호선,606,마곡나루(서울식물원),"213,153","214,360","18,843","18,170",2021-02-03 09:49:34
2021-01,9호선,607,양천향교,"168,596","175,871","29,933","30,037",2021-02-03 09:49:34
2021-01,9호선,608,가양,"352,771","349,380","85,467","83,863",2021-02-03 09:49:34
2021-01,9호선,609,증미,"130,263","131,984","29,560","30,279",2021-02-03 09:49:34
2021-01,9호선,610,등촌,"184,409","185,707","52,880","53,903",2021-02-03 09:49:34
2021-01,9호선,611,염창,"320,799","320,365","46,114","46,371",2021-02-03 09:49:34
2021-01,9호선,612,신목동,"68,366","62,472","12,805","11,809",2021-02-03 09:49:34
2021-01,9호선,613,선유도,"144,311","140,888","17,237","16,396",2021-02-03 09:49:34
2021-01,9호선,614,당산,"340,371","341,144","43,122","39,077",2021-02-03 09:49:34
2021-01,9호선,615,국회의사당,"289,484","287,172","29,278","25,242",2021-02-03 09:49:34
2021-01,9호선,616,여의도,"456,918","435,503","28,847","26,631",2021-02-03 09:49:34
2021-01,9호선,617,샛강,"103,045","107,517","16,091","15,878",2021-02-03 09:49:34
2021-01,9호선,618,노량진,"466,631","460,776","60,391","61,255",2021-02-03 09:49:34
2021-01,9호선,619,노들,"75,532","66,441","20,460","19,238",2021-02-03 09:49:34
2021-01,9호선,620,흑석(중앙대입구),"131,289","139,565","34,145","34,638",2021-02-03 09:49:34
2021-01,9호선,621,동작(현충원),"30,887","23,318","6,262","5,196",2021-02-03 09:49:34
2021-01,9호선,622,구반포,"45,841","48,031","14,135","14,410",2021-02-03 09:49:34
2021-01,9호선,623,신반포,"54,050","53,552","12,037","11,712",2021-02-03 09:49:34
2021-01,9호선,624,고속터미널,"218,189","280,998","34,930","38,713",2021-02-03 09:49:34
2021-01,9호선,625,사평,"55,923","56,242","11,662","11,640",2021-02-03 09:49:34
2021-01,9호선,626,신논현,"635,716","621,983","41,083","37,992",2021-02-03 09:49:34
2021-01,공항철도 1호선,640,서울역,"127,448","114,809","20,503","18,819",2021-02-03 09:49:34
2021-01,공항철도 1호선,641,공덕,"41,422","55,334","4,689","5,688",2021-02-03 09:49:34
2021-01,공항철도 1호선,642,홍대입구,"169,736","169,872","11,663","11,244",2021-02-03 09:49:34
2021-01,공항철도 1호선,643,디지털미디어시티,"262,910","233,827","15,303","14,382",2021-02-03 09:49:34
2021-01,공항철도 1호선,644,마곡나루(서울식물원),"139,676","133,259","7,376","7,104",2021-02-03 09:49:34
2021-01,공항철도 1호선,645,김포공항,"208,250","122,793","13,053","9,137",2021-02-03 09:49:34
2021-01,공항철도 1호선,646,계양,"172,373","164,071","16,217","15,166",2021-02-03 09:49:34
2021-01,공항철도 1호선,647,검암,"138,366","134,130","11,043","11,159",2021-02-03 09:49:34
2021-01,공항철도 1호선,648,청라국제도시,"129,360","121,701","7,321","7,000",2021-02-03 09:49:34
2021-01,공항철도 1호선,649,운서,"121,758","123,621","16,089","15,746",2021-02-03 09:49:34
2021-01,공항철도 1호선,650,공항화물청사,"46,838","51,535","7,022","6,778",2021-02-03 09:49:34
2021-01,공항철도 1호선,651,인천공항1터미널,"79,383","84,170","9,659","9,684",2021-02-03 09:49:34
2021-01,공항철도 1호선,652,인천공항2터미널,"46,985","44,865","5,184","4,971",2021-02-03 09:49:34
2021-01,공항철도 1호선,653,영종,"50,143","50,839","11,665","11,887",2021-02-03 09:49:34
2021-01,9호선2~3단계,627,언주,"202,476","200,854","18,483","18,225",2021-02-03 09:49:34
2021-01,9호선2~3단계,628,선정릉,"180,044","193,940","14,729","15,091",2021-02-03 09:49:34
2021-01,9호선2~3단계,629,삼성중앙,"129,188","132,770","14,731","14,470",2021-02-03 09:49:34
2021-01,9호선2~3단계,630,봉은사,"298,394","296,854","26,217","24,874",2021-02-03 09:49:34
2021-01,9호선2~3단계,631,종합운동장,"80,629","78,335","10,889","10,036",2021-02-03 09:49:34
2021-01,9호선2~3단계,632,삼전,"128,809","127,247","23,396","22,850",2021-02-03 09:49:34
2021-01,9호선2~3단계,633,석촌고분,"111,529","113,388","21,667","21,763",2021-02-03 09:49:34
2021-01,9호선2~3단계,634,석촌,"149,225","132,588","20,341","17,494",2021-02-03 09:49:34
2021-01,9호선2~3단계,635,송파나루,"87,229","92,959","16,613","17,027",2021-02-03 09:49:34
2021-01,9호선2~3단계,636,한성백제,"44,209","40,447","9,785","8,986",2021-02-03 09:49:34
2021-01,9호선2~3단계,637,올림픽공원(한국체대),"100,899","99,465","13,571","13,108",2021-02-03 09:49:34
2021-01,9호선2~3단계,638,둔촌오륜,"18,104","16,378","3,986","3,999",2021-02-03 09:49:34
2021-01,9호선2~3단계,639,중앙보훈병원,"143,903","122,932","52,320","51,571",2021-02-03 09:49:34
2021-01,우이신설선,697,북한산우이,"35,495","31,526","21,834","23,009",2021-02-03 09:49:34
2021-01,우이신설선,698,솔밭공원,"32,680","31,496","18,996","20,067",2021-02-03 09:49:34
2021-01,우이신설선,699,4.19민주묘지,"37,020","36,328","23,148","21,198",2021-02-03 09:49:34
2021-01,우이신설선,700,가오리,"56,419","56,164","30,585","31,671",2021-02-03 09:49:34
2021-01,우이신설선,701,화계,"45,570","42,512","26,861","27,052",2021-02-03 09:49:34
2021-01,우이신설선,702,삼양,"26,209","27,818","19,124","21,054",2021-02-03 09:49:34
2021-01,우이신설선,703,삼양사거리,"28,585","29,788","23,880","24,702",2021-02-03 09:49:34
2021-01,우이신설선,704,솔샘,"96,949","90,026","24,721","25,774",2021-02-03 09:49:34
2021-01,우이신설선,705,북한산보국문,"99,921","97,636","28,310","29,192",2021-02-03 09:49:34
2021-01,우이신설선,706,정릉,"67,390","63,786","30,469","29,394",2021-02-03 09:49:34
2021-01,우이신설선,707,성신여대입구(돈암),"50,177","58,328","19,635","18,769",2021-02-03 09:49:34
2021-01,우이신설선,708,보문,"22,999","23,078","10,301","10,532",2021-02-03 09:49:34
2021-01,우이신설선,709,신설동,"30,026","29,762","17,589","15,356",2021-02-03 09:49:34
